#Orbital	B	U	N	Q
1	561.196936	794.060496	1	1
2	20.977000	435.839250	1	1
3	17.188000	76.161296	1	1
4	15.466000	48.924467	1	1
5	15.521000	54.916931	1	1
6	9.425000	55.509514	1	1
7	15.711854	49.728944	1	1
8	10.724660	49.293072	1	1
1	560.880168	794.631037	1	1
2	20.048000	436.318877	1	1
3	16.921000	74.915014	1	1
4	15.228000	51.006437	1	1
5	14.054000	53.405257	1	1
6	-0.666000	51.712464	1	1
7	-0.818000	51.008315	1	1
