C2 	11.40
CO 	14.01
H2 	15.42
N2 	15.58
O2 	12.07
PH 	10.15
S2 	9.36
SO 	10.29
CH 	10.64
CN 	13.60
HS 	10.42
NO 	9.26
OH 	13.02
PO 	8.39
C3 	12.60
CH2 	10.40
CO2 	13.78
H2O 	12.62
H2S 	10.46
HCN 	13.60
N2O 	12.89
O3  	12.53
OCS 	11.18
SO2 	12.35
CNO 	11.76
HCO 	8.12
NO2 	9.59
O2H 	11.35
PH2 	9.82
CH3 	9.84
HC2O  	9.50
HOCO  	8.20
C2H2  	11.40
C2N2  	13.37
H2CO  	10.88
H2CS  	9.38
HOOH  	10.58
HSSH  	10.01
NH3   	10.07
SO3   	12.80
