#Orbital	B	U	N	Q
1	561.8217	794.2919	2	1
2	561.8203	794.2238	2	1
3	311.4980	435.7587	2	1
4	42.7763	77.1614	2	1
5	36.5068	70.4522	2	1
6	19.8504	68.0804	2	1
7	18.6948	65.5313	2	1
8	18.5244	46.9788	2	1
9	18.5244	46.9788	2	1
10	14.1401	60.8463	2	1
11	14.1401	60.8463	2	1
