#Orbital	B	U	N	Q
1	418.7143	601.9689	2	1
2	302.4440	435.6572	2	1
3	300.0743	436.1557	2	1
4	299.6454	435.6848	2	1
5	28.8277	61.1570	2	1
6	22.0948	46.8594	2	1
7	17.1372	46.5190	2	1
8	8.7506	43.1703	2	1
9	8.7642	31.3402	2	1
10	8.7642	31.3402	2	1
11	4.6836	27.3352	2	1
12	5.0102	32.1282	2	1
13	5.0102	32.1282	2	1
