#Orbital	B	U	N	Q
1	301.7422	435.7640	2	1
2	300.7218	435.7697	2	1
3	299.3187	436.0789	2	1
4	299.0412	435.7875	2	1
5	24.1296	48.1174	2	1
6	21.4121	48.5993	2	1
7	16.0427	40.6707	2	1
8	14.4438	37.0527	2	1
9	7.2382	25.1243	2	1
10	7.2382	25.1243	2	1
11	3.9582	25.5134	2	1
12	3.9857	30.1614	2	1
13	3.9857	30.1614	2	1
