#Orbital	B	U	N	Q
1	561.2332	794.1901	2	1
2	559.5314	794.2255	2	1
3	309.8676	436.0176	2	1
4	40.7735	69.3294	2	1
5	37.8211	77.5198	2	1
6	23.0119	46.1573	2	1
7	18.5573	43.4803	2	1
8	17.7100	60.2615	2	1
9	16.3962	46.4150	2	1
10	15.1793	56.4242	2	1
11	12.8849	57.2413	2	1
12	11.6628	56.2204	2	1
