#Orbital	B	U	N	Q
11.338585	16.009626	1	1
11.337692	16.010085	1	1
11.311941	16.008646	1	1
11.305912	16.020500	1	1
11.298288	16.022040	1	1
11.29362	16.019220	1	1
11.260949	16.018261	1	1
1.1554	1.74132	1	1
1.1126	1.74993	1	1
1.0597	1.76671	1	1
0.99546	1.77434	1	1
0.88989	1.7348	1	1
0.73568	1.53795	1	1
0.68337	1.22686	1	1
0.51746	0.93971	1	1
0.50921	0.94095	1	1
0.46519	0.97585	1	1
0.39664	1.23757	1	1
0.45778	0.99807	1	1
0.39145	1.04089	1	1
0.38496	1.09994	1	1
0.31946	1.15191	1	1
11.330178	16.020711	1	1
11.329803	16.024308	1	1
11.312324	16.012278	1	1
11.306243	15.998978	1	1
11.302908	16.035212	1	1
11.276555	16.054555	1	1
11.267127	16.011083	1	1
1.1521	1.74261	1	1
1.1079	1.75983	1	1
1.0516	1.78871	1	1
0.96503	1.79723	1	1
0.8774	1.73295	1	1
0.72668	1.53616	1	1
0.67953	1.19763	1	1
0.51574	0.93695	1	1
0.50685	0.94422	1	1
0.46136	1.00462	1	1
0.4535	1.01035	1	1
0.36008	1.15616	1	1
0.37703	1.12928	1	1
0.37844	1.146	1	1
