#Orbital	B	U	N	Q
1	559.2568	794.2290	2	1
2	306.6851	436.0483	2	1
3	304.9954	435.8432	2	1
4	37.2061	68.8081	2	1
5	27.6060	38.8690	2	1
6	20.8551	35.8407	2	1
7	18.0082	40.5763	2	1
8	16.3105	28.3605	2	1
9	14.4286	44.1725	2	1
10	13.8016	30.5600	2	1
11	13.3317	33.1590	2	1
12	12.3129	40.6797	2	1
13	10.8641	44.7448	2	1
