#Orbital	B	U	N	Q
1	561.8808	794.3291	2	1
2	430.9039	601.7526	2	1
3	426.7939	602.0273	2	1
4	44.4634	72.8645	2	1
5	38.4198	72.0620	2	1
6	20.7710	71.0536	2	1
7	19.8790	45.9802	2	1
8	19.8790	45.9802	2	1
9	17.2142	54.2421	2	1
10	13.3910	59.0419	2	1
11	13.3910	59.0419	2	1
