#Orbital	B	U	N	Q
15.564942	22.123443	2	1
11.287402	16.015082	2	1
11.268536	16.008408	2	1
11.266219	16.015470	2	1
11.266166	16.017088	2	1
11.261873	16.013132	2	1
11.257303	16.016853	2	1
11.257114	16.021583	2	1
1.239	2.18012	2	1
1.1913	1.55335	2	1
1.0746	1.61841	2	1
1.0519	1.56733	2	1
0.82574	1.43478	2	1
0.86382	1.43765	2	1
7.163	11.15128	2	1
0.63001	1.19821	2	1
0.59988	1.30672	2	1
0.57976	1.17454	2	1
0.56315	1.09703	2	1
0.49266	1.63556	2	1
0.51517	0.87946	2	1
0.48425	1.41799	2	1
0.48971	1.27226	2	1
0.47026	1.16174	2	1
0.46475	1.39702	2	1
0.37644	1.06042	2	1
0.37252	1.18207	2	1
