#Orbital	B	U	N	Q
1	305.6453	435.2783	1	1
2	23.4396	32.2528	1	1
3	15.2767	25.9964	1	1
4	15.2767	25.9964	1	1
5	9.6698	27.5126	1	1
6	305.0300	436.4792	1	1
7	21.7476	30.6085	1	1
8	14.8460	25.0930	1	1
9	14.8460	25.0930	1	1
