#Orbital	B	U	N	Q
1	561.6313	793.4169	1	1
2	39.5381	82.2023	1	1
3	17.7750	55.3850	1	1
4	15.8776	60.4591	1	1
5	13.8982	59.1284	1	1
6	560.5562	795.5924	1	1
7	33.7149	72.7216	1	1
8	16.7195	54.2470	1	1
9	12.8321	56.8827	1	1
