#Orbital	B	U	N	Q
1	571.4127	794.3731	2	1
2	434.9225	601.5208	2	1
3	320.2822	435.8608	2	1
4	315.9652	436.4741	2	1
5	315.9435	436.6570	2	1
6	50.6322	79.5062	2	1
7	46.2566	54.2557	2	1
8	37.8810	51.0562	2	1
9	27.4998	41.9191	2	1
10	27.2277	70.7638	2	1
11	26.3050	46.3911	2	1
12	24.9716	53.3966	2	1
13	23.0859	44.9698	2	1
14	23.0214	46.1524	2	1
15	18.1976	46.0136	2	1
16	17.7878	36.2630	2	1
