#Orbital	B	U	N	Q
1	423.3962	601.8577	2	1
2	306.9069	435.8625	2	1
3	33.2556	53.6289	2	1
4	21.0488	35.6426	2	1
5	17.5440	31.8243	2	1
6	15.4528	34.5424	2	1
7	12.6734	34.8692	2	1
8	10.6299	39.2826	2	1
