#Orbital	B	U	N	Q
1	563.5338	793.6170	1	1
2	310.4359	435.7712	1	1
3	307.9175	435.5786	1	1
4	42.9341	79.8545	1	1
5	30.4876	47.3195	1	1
6	19.9729	65.0869	1	1
7	17.8869	49.3465	1	1
8	17.8869	49.3465	1	1
9	12.7785	38.3449	1	1
10	11.4990	35.7220	1	1
11	11.4990	35.7220	1	1
12	562.8471	794.9227	1	1
13	310.4862	435.8591	1	1
14	307.1814	437.1707	1	1
15	41.5518	76.2213	1	1
16	23.8247	45.0253	1	1
17	19.2518	63.9846	1	1
18	16.8226	47.1788	1	1
19	16.8226	47.1788	1	1
20	11.0146	34.2540	1	1
