#Orbital	B	U	N	Q
1	423.6378	602.0043	2	1
2	307.2161	435.7708	2	1
3	306.8568	435.8872	2	1
4	306.7187	435.5855	2	1
5	33.7040	61.2591	2	1
6	30.1094	43.3450	2	1
7	21.6116	35.4787	2	1
8	18.2164	29.0773	2	1
9	16.7696	33.2074	2	1
10	14.6073	34.9177	2	1
11	13.4375	42.5268	2	1
12	14.0378	31.5981	2	1
13	12.9774	37.8989	2	1
14	11.2848	33.0817	2	1
