#Orbital	B	U	N	Q
1	425.6694	601.4619	2	1
2	307.8827	436.2989	2	1
3	307.7912	435.6773	2	1
4	306.5294	435.8009	2	1
5	36.2456	60.5445	2	1
6	29.4917	52.5735	2	1
7	24.3332	49.9906	2	1
8	18.5968	31.9290	2	1
9	15.7913	35.4102	2	1
10	15.7913	35.4102	2	1
11	12.2076	35.8818	2	1
12	11.6808	34.4717	2	1
13	11.6808	34.4717	2	1
