#Orbital	B	U	N	Q
1	426.5210	601.4354	2	1
2	426.4048	602.4641	2	1
3	38.6511	68.2576	2	1
4	19.0409	56.4367	2	1
5	15.9758	50.8252	2	1
6	17.6071	46.0779	2	1
7	17.6071	46.0779	2	1
