#Orbital	B	U	N	Q
15.591367	22.152883	1	1
11.356177	15.991782	1	1
11.315612	15.989552	1	1
11.294122	16.037379	1	1
1.2364	2.16471	1	1
0.98932	1.65473	1	1
0.83027	1.61101	1	1
0.59408	1.43477	1	1
0.50051	1.73851	1	1
0.53213	1.09491	1	1
0.53213	1.09491	1	1
0.45226	1.25249	1	1
0.45226	1.25249	1	1
15.619908	22.095880	1	1
11.317329	15.984142	1	1
11.294176	16.023446	1	1
11.292175	16.049144	1	1
1.2717	2.2714	1	1
1.098	1.79019	1	1
0.8022	1.64025	1	1
0.53496	1.79147	1	1
0.53959	1.23187	1	1
0.53959	1.23187	1	1
0.43599	1.2984	1	1
0.43599	1.2984	1	1
