#Orbital	B	U	N	Q
1	424.2159	602.0167	2	1
2	306.9738	435.5300	2	1
3	34.8360	64.3359	2	1
4	20.7422	32.7075	2	1
5	14.2158	48.7530	2	1
6	14.1570	38.1237	2	1
7	14.1570	38.1237	2	1
