#Orbital	B	U	N	Q
1	559.4346	794.2528	2	1
2	308.2947	435.9730	2	1
3	305.7737	435.8041	2	1
4	38.4987	73.6294	2	1
5	27.9760	38.6179	2	1
6	19.9974	39.1556	2	1
7	16.8509	42.1020	2	1
8	15.6517	47.0120	2	1
9	15.8534	28.0149	2	1
10	14.4854	29.6833	2	1
11	13.5548	43.9488	2	1
12	10.3561	49.8023	2	1
