#Orbital	B	U	N	Q
1	559.9131	794.2675	2	1
2	308.4236	435.9287	2	1
3	38.5286	73.8944	2	1
4	21.8072	40.7305	2	1
5	17.5835	34.1653	2	1
6	16.4800	56.3420	2	1
7	14.8362	47.3990	2	1
8	10.9490	49.3900	2	1
