#Orbital	B	U	N	Q
1	308.7176	435.9089	2	1
2	307.2758	436.4067	2	1
3	307.0515	435.7792	2	1
4	305.7055	435.5625	2	1
5	30.9285	46.3236	2	1
6	28.3407	46.6052	2	1
7	24.3435	47.3366	2	1
8	17.7620	34.8289	2	1
9	16.6104	24.5855	2	1
10	13.3243	26.0563	2	1
11	10.6348	33.3522	2	1
12	12.1883	28.7954	2	1
13	10.1245	30.2991	2	1
