#Orbital	B	U	N	Q
1	561.4036	794.2422	2	1
2	309.5983	435.8928	2	1
3	305.6499	435.6994	2	1
4	34.8932	66.0752	2	1
5	28.6237	44.7513	2	1
6	18.6240	59.2003	2	1
7	17.2591	39.5055	2	1
8	17.0218	34.1370	2	1
9	16.0245	45.9791	2	1
10	14.7173	40.8146	2	1
11	9.8331	36.7327	2	1
