#Orbital	B	U	N	Q
1	310.8340	436.0126	2	1
2	308.9166	436.4869	2	1
3	308.9165	436.4754	2	1
4	306.5290	435.4858	2	1
5	306.5275	435.5003	2	1
6	32.1639	48.6744	2	1
7	29.6250	48.6308	2	1
8	22.7678	42.4811	2	1
9	30.2699	62.1481	2	1
10	14.4982	26.5270	2	1
11	14.4982	26.5270	2	1
12	11.7893	34.2512	2	1
13	11.7295	34.0423	2	1
14	11.8160	30.6169	2	1
15	11.8160	30.6169	2	1
