#Orbital	B	U	N	Q
1	415.8001	601.9226	2	1
2	298.2358	435.9981	2	1
3	25.2737	60.6566	2	1
4	7.4342	41.1610	2	1
5	5.4850	35.4077	2	1
6	5.4850	35.4077	2	1
7	4.0782	28.4345	2	1
