#Orbital	B	U	N	Q
11.331069	16.015478	1	1
11.319798	16.003651	1	1
11.319338	16.013469	1	1
11.313429	16.029297	1	1
11.305919	16.022587	1	1
11.298462	16.003000	1	1
11.290173	16.027332	1	1
11.282328	16.013888	1	1
1.1565	1.73961	1	1
1.1247	1.74634	1	1
1.0797	1.75595	1	1
1.0384	1.79214	1	1
0.94432	1.76946	1	1
0.87022	1.74202	1	1
0.96664	2.04788	1	1
0.6725	1.22188	1	1
0.51464	0.92737	1	1
0.50775	0.92392	1	1
0.47642	0.96135	1	1
0.47055	0.9653	1	1
0.40374	1.24038	1	1
0.41979	1.02629	1	1
0.41249	1.03899	1	1
0.35615	1.14343	1	1
0.3439	1.164	1	1
11.33193	16.014999	1	1
11.320902	16.004098	1	1
11.315808	16.022672	1	1
11.31153	16.025081	1	1
11.299761	16.003127	1	1
11.292113	16.052593	1	1
11.287463	16.032059	1	1
11.282485	16.016773	1	1
1.1548	1.74145	1	1
1.1185	1.75257	1	1
1.0661	1.76464	1	1
0.99177	1.79616	1	1
0.92569	1.76893	1	1
0.86118	1.740101	1	1
0.72316	1.54381	1	1
0.66708	1.18235	1	1
0.51415	0.92183	1	1
0.50692	0.94359	1	1
0.47377	0.96727	1	1
0.46345	1.00395	1	1
0.37039	1.16332	1	1
0.41382	1.05238	1	1
0.39706	1.1068	1	1
0.33036	1.21444	1	1
