#Orbital	B	U	N	Q
1	731.0775	1013.2685	2	1
2	323.0730	436.8184	2	1
3	61.8134	104.3290	2	1
4	36.0061	89.2917	2	1
5	31.9190	79.8309	2	1
6	31.9190	79.8309	2	1
7	25.9918	49.0159	2	1
