#Orbital	B	U	N	Q
1	558.6070	794.2336	2	1
2	424.2433	601.5979	2	1
3	308.8202	435.9940	2	1
4	38.1340	70.2859	2	1
5	33.4836	55.8506	2	1
6	21.4779	41.3017	2	1
7	19.2948	35.7933	2	1
8	17.1268	44.8041	2	1
9	15.3603	51.7068	2	1
10	14.7910	39.0674	2	1
11	10.6130	53.1120	2	1
12	10.8889	47.7878	2	1
