#Orbital	B	U	N	Q
1	571.5804	794.1184	2	1
2	570.8107	794.3595	2	1
3	320.5341	435.8079	2	1
4	51.1792	75.7935	2	1
5	49.9057	78.5794	2	1
6	32.6700	58.1864	2	1
7	27.5189	68.3906	2	1
8	27.2794	58.2732	2	1
9	27.2068	51.0249	2	1
10	24.1961	61.6226	2	1
11	23.2676	63.8970	2	1
