#Orbital	B	U	N	Q
15.621381	22.087294	1	1
11.320639	15.980442	1	1
11.297232	15.984668	1	1
11.281962	16.028331	1	1
11.272859	16.034802	1	1
1.2905	2.2853	1	1
1.2138	1.88741	1	1
1.0512	1.76346	1	1
0.7773	1.53972	1	1
0.68496	1.25327	1	1
0.53019	1.76373	1	1
0.52817	1.14411	1	1
0.52817	1.14411	1	1
0.46461	1.1825	1	1
0.46461	1.1825	1	1
0.36668	1.2122	1	1
0.36668	1.2122	1	1
15.584022	22.161836	1	1
11.307345	15.988491	1	1
11.300223	15.989592	1	1
11.283939	16.046087	1	1
11.264672	16.046203	1	1
1.1929	2.06728	1	1
1.0954	1.77935	1	1
0.85971	1.64144	1	1
0.76571	1.55284	1	1
0.66618	1.13816	1	1
0.4852	1.70388	1	1
0.50755	1.06116	1	1
0.50755	1.06116	1	1
0.43726	1.15457	1	1
0.43726	1.15457	1	1
