#Orbital	B	U	N	Q
1	307.9558	436.1219	2	1
2	306.0246	435.4674	2	1
3	305.7405	435.9816	2	1
4	29.2441	45.5995	2	1
5	26.2092	42.7181	2	1
6	20.0640	33.9789	2	1
7	16.1864	33.5576	2	1
8	15.3148	24.8143	2	1
9	12.4571	23.9117	2	1
10	10.9246	29.8155	2	1
11	9.8666	22.1299	2	1
