#Orbital	B	U	N	Q
1	423.4026	601.6350	2	1
2	423.4012	601.5793	2	1
3	309.3180	435.8636	2	1
4	35.1789	57.4002	2	1
5	32.7271	58.0247	2	1
6	20.7653	42.0555	2	1
7	19.4254	42.2911	2	1
8	14.7497	33.7772	2	1
9	14.7121	36.8178	2	1
10	11.1082	42.9243	2	1
11	10.1583	42.6800	2	1
