#Orbital	B	U	N	Q
1	559.0293	794.2409	2	1
2	308.2137	436.0169	2	1
3	305.5886	435.7920	2	1
4	305.5881	435.8350	2	1
5	38.1640	72.5801	2	1
6	28.3788	39.0976	2	1
7	26.8228	36.2608	2	1
8	18.2545	45.6261	2	1
9	16.0384	34.9813	2	1
10	15.9306	41.2859	2	1
11	16.1932	26.2032	2	1
12	14.3464	34.2804	2	1
13	14.4871	25.8816	2	1
14	13.7181	30.2781	2	1
15	12.9175	44.2465	2	1
16	9.8693	50.8782	2	1
