#Orbital	B	U	N	Q
1	561.2387	794.2448	2	1
2	424.0819	601.6686	2	1
3	310.3704	435.8207	2	1
4	40.7545	76.2694	2	1
5	34.6319	58.4261	2	1
6	20.6945	46.5018	2	1
7	18.3541	61.4362	2	1
8	16.8134	44.2041	2	1
9	16.6547	45.3266	2	1
10	12.6005	48.7965	2	1
11	11.9385	48.3827	2	1
