#Orbital	B	U	N	Q
1	437.1611	601.6055	2	1
2	437.0228	602.2047	2	1
3	51.1846	73.5399	2	1
4	34.3816	49.5402	2	1
5	26.1273	57.8936	2	1
6	27.6141	48.6191	2	1
7	27.6141	48.6191	2	1
