#Orbital	B	U	N	Q
15.601871	22.124938	2	1
11.316505	16.004381	2	1
11.308503	16.005049	2	1
11.307326	16.003506	2	1
11.30628	16.022485	2	1
11.300046	16.002712	2	1
11.298709	16.022870	2	1
11.292064	16.024022	2	1
11.280923	15.998582	2	1
11.273933	16.028126	2	1
1.2664	2.2767	2	1
1.1546	1.79647	2	1
1.1277	1.81546	2	1
1.0927	1.85254	2	1
1.0522	1.90755	2	1
0.83723	1.52161	2	1
0.79625	1.55029	2	1
0.75399	1.55738	2	1
0.71624	1.55428	2	1
0.66793	1.22104	2	1
0.50901	1.75377	2	1
0.53984	1.02124	2	1
0.53984	1.02124	2	1
0.51644	1.05203	2	1
0.51644	1.05203	2	1
0.48197	1.11386	2	1
0.48197	1.11386	2	1
0.43294	1.18581	2	1
0.43294	1.18581	2	1
0.37418	1.26851	2	1
0.37418	1.26851	2	1
