#Orbital	B	U	N	Q
11.320697	15.990818	1	1
11.312873	16.021885	1	1
11.283446	15.988008	1	1
11.271898	16.029934	1	1
11.246936	16.022848	1	1
1.1451	1.80518	1	1
1.0837	1.87869	1	1
0.97334	1.73179	1	1
0.75759	1.50773	1	1
0.682	1.23944	1	1
0.51145	0.97019	1	1
0.51305	0.99927	1	1
0.42051	1.27447	1	1
0.43317	1.04033	1	1
0.42544	1.13764	1	1
0.33088	1.16048	1	1
11.297341	16.029807	1	1
11.295699	16.054799	1	1
11.288614	15.993313	1	1
11.265858	16.032193	1	1
11.264376	15.995196	1	1
1.1295	1.80532	1	1
1.0795	1.87155	1	1
0.92038	1.74696	1	1
0.74923	1.51865	1	1
0.671	1.17136	1	1
0.50568	0.99196	1	1
0.49991	0.99824	1	1
0.39614	1.23556	1	1
0.42888	1.10928	1	1
0.42155	1.1268	1	1
