#Orbital	B	U	N	Q
1	433.7313	601.6022	2	1
2	316.8687	435.7952	2	1
3	43.8920	64.1430	2	1
4	30.8087	44.8174	2	1
5	28.0767	35.2377	2	1
6	23.5055	41.6508	2	1
7	23.5055	41.6508	2	1
