#Orbital	B	U	N	Q
1	307.0313	435.4570	2	1
2	306.9771	436.0550	2	1
3	305.9965	436.2245	2	1
4	33.4727	45.9124	2	1
5	20.0553	31.6022	2	1
6	19.3819	30.9516	2	1
7	15.7320	34.3707	2	1
8	13.8871	27.6432	2	1
9	12.3880	34.6812	2	1
10	9.3199	33.6716	2	1
