#Orbital	B	U	N	Q
1	424.679561	601.575558	2	1
2	307.479440	436.360212	2	1
3	34.422431	59.685536	2	1
4	23.851488	45.597957	2	1
5	14.093000	39.002923	2	1
6	14.093000	39.002923	2	1
7	12.260000	39.976166	2	1
