#Orbital	B	U	N	Q
1   2504.1259   3297.4897   2   1
2   245.5003    509.4370    2   1
3   182.4076    476.9764    2   1
4   182.2633    479.7091    2   1
5   182.2633    479.7091    2   1
6   24.1994     67.6111     2   1
7   10.821      48.0033     2   1
8   10.821      48.0033     2   1
