#Orbital	B	U	N	Q
1	424.043631	601.132149	1	1
2	306.046624	435.942299	1	1
3	32.713828	50.657533	1	1
4	24.403443	38.881642	1	1
5	16.489000	33.546088	1	1
6	15.521000	30.971156	1	1
7	14.516000	35.713475	1	1
8	11.297000	42.764081	1	1
9	10.778000	43.915096	1	1
1	423.184730	602.817050	1	1
2	306.124177	435.870706	1	1
3	30.327879	45.070410	1	1
4	23.481168	39.806857	1	1
5	16.096000	31.866329	1	1
6	14.900000	26.216728	1	1
7	14.289000	35.224105	1	1
8	10.433000	42.890070	1	1
