#Orbital	B	U	N	Q
1	2502.699875	3297.426070	2	1
2	308.696687	436.076859	2	1
3	306.136558	435.777725	2	1
4	244.238056	509.046151	2	1
5	181.139912	478.097907	2	1
6	181.101136	478.414484	2	1
7	181.068428	479.150960	2	1
8	30.292613	50.607137	2	1
9	27.016036	51.664218	2	1
10	17.462000	41.614155	2	1
11	15.770000	26.649036	2	1
12	14.783000	54.748139	2	1
13	12.556000	33.880679	2	1
14	11.560000	39.736542	2	1
15	8.882000	40.222647	2	1
