#Orbital	B	U	N	Q
1	424.633574	600.860198	1	1
2	306.591723	435.950190	1	1
3	34.586107	59.454729	1	1
4	22.355161	38.126200	1	1
5	17.035000	32.415346	1	1
6	14.245000	51.102167	1	1
7	13.430000	39.585465	1	1
8	10.729000	44.386669	1	1
1	423.534560	603.074606	1	1
2	306.941416	435.424875	1	1
3	32.137436	54.762996	1	1
4	21.374272	39.692759	1	1
5	16.538000	27.665027	1	1
6	12.862000	50.021793	1	1
7	12.875000	32.600057	1	1
