#Orbital	B	U	N	Q
1	308.169439	435.838869	1	1
2	24.066185	37.608258	1	1
3	12.342000	31.942957	1	1
4	10.556000	33.028201	1	1
1	307.546897	437.125178	1	1
2	21.530819	33.989607	1	1
3	11.425000	31.768912	1	1
