#Orbital	B	U	N	Q
1	558.655420	794.286623	2	1
2	309.065020	436.033294	2	1
3	307.496855	435.622620	2	1
4	307.453997	436.098710	2	1
5	37.512855	71.459740	2	1
6	33.087032	47.172870	2	1
7	22.445747	35.305957	2	1
8	21.611718	35.903438	2	1
9	16.152000	60.582941	2	1
10	14.754000	42.487151	2	1
11	14.906000	37.308416	2	1
12	14.003000	44.478208	2	1
13	11.318000	42.571071	2	1
14	9.631000	55.835179	2	1
