#Orbital	B	U	N	Q
1	425.348362	602.145609	2	1
2	308.687843	436.229679	2	1
3	307.723417	435.667709	2	1
4	34.137800	59.500771	2	1
5	27.936488	43.644859	2	1
6	17.735000	36.900490	2	1
7	14.372000	52.659039	2	1
8	13.939000	36.848027	2	1
9	14.408000	33.344724	2	1
10	10.770000	37.777595	2	1
