#Orbital	B	U	N	Q
1	306.900055	435.806106	2	1
2	306.897307	435.860230	2	1
3	306.263118	435.778078	2	1
4	306.234029	435.883196	2	1
5	306.233893	435.893781	2	1
6	30.157998	46.166974	2	1
7	28.665182	44.197632	2	1
8	26.356541	44.024513	2	1
9	23.154223	45.437219	2	1
10	16.475000	37.402540	2	1
11	16.048000	38.467376	2	1
12	15.131000	26.429603	2	1
13	15.131000	26.429576	2	1
14	12.019000	27.720566	2	1
15	12.019000	27.720566	2	1
16	9.118000	29.890184	2	1
17	9.118000	29.890211	2	1
