#Orbital	B	U	N	Q
1	562.109687	794.466136	2	1
2	427.631860	602.239271	2	1
3	41.485826	72.036403	2	1
4	27.158406	65.357668	2	1
5	18.233000	55.844812	2	1
6	16.118000	59.892016	2	1
7	16.588000	49.745244	2	1
8	10.463000	62.874547	2	1
