#Orbital	B	U	N	Q
1	2503.507019	3297.417771	2	1
2	309.058108	436.515208	2	1
3	245.142317	509.011103	2	1
4	182.013099	478.372878	2	1
5	181.985452	478.591739	2	1
6	181.985452	478.591739	2	1
7	29.969396	59.324659	2	1
8	17.193000	58.408588	2	1
9	11.678000	44.009737	2	1
10	12.991000	40.924564	2	1
11	12.991000	40.924564	2	1
