#Orbital	B	U	N	Q
1	305.637365	435.858053	2	1
2	305.291617	435.866053	2	1
3	305.187942	435.887659	2	1
4	29.047447	38.912582	2	1
5	25.426455	37.442078	2	1
6	18.603000	32.988119	2	1
7	15.998000	27.184774	2	1
8	14.641000	32.141545	2	1
9	14.567000	25.354481	2	1
10	13.294000	31.743633	2	1
11	12.458000	31.388089	2	1
12	9.904000	27.276666	2	1
