#Orbital	B	U	N	Q
1	2501.788810	3297.426914	2	1
2	308.033573	436.068506	2	1
3	305.997535	435.830760	2	1
4	243.319454	509.058069	2	1
5	180.210807	478.187731	2	1
6	180.196058	478.285720	2	1
7	180.148656	479.236023	2	1
8	29.917695	43.500095	2	1
9	26.142169	47.056759	2	1
10	21.058375	41.503242	2	1
11	15.687000	33.194544	2	1
12	15.264000	25.692338	2	1
13	14.332000	34.669429	2	1
14	13.065000	45.464947	2	1
15	10.981000	37.530951	2	1
16	8.697000	47.177578	2	1
