#Orbital	B	U	N	Q
1	425.873188	601.648893	2	1
2	310.543796	436.006654	2	1
3	307.130835	436.461846	2	1
4	305.232650	435.534945	2	1
5	35.860444	58.701219	2	1
6	29.143504	48.052805	2	1
7	25.080027	48.040940	2	1
8	23.172727	46.970853	2	1
9	14.984000	37.530733	2	1
10	16.325000	36.355637	2	1
11	10.353000	39.336045	2	1
12	10.984000	32.044156	2	1
13	10.905000	31.880153	2	1
