#Orbital	B	U	N	Q
1	2502.466510	3297.421825	2	1
2	424.726636	601.691914	2	1
3	309.974860	436.068125	2	1
4	244.025480	509.031620	2	1
5	180.938494	477.926529	2	1
6	180.871200	478.803716	2	1
7	180.862710	478.983855	2	1
8	34.842466	57.269845	2	1
9	28.619303	58.501787	2	1
10	22.502918	47.058555	2	1
11	15.395000	57.691567	2	1
12	14.105000	40.713839	2	1
13	14.118000	37.066207	2	1
14	10.365000	45.670502	2	1
15	9.982000	46.443224	2	1
