#Orbital	B	U	N	Q
1	309.626990	436.538120	2	1
2	309.626228	436.534228	2	1
3	305.966868	435.474998	2	1
4	30.421024	47.515380	2	1
5	25.892995	48.786750	2	1
6	12.849000	41.446778	2	1
7	12.086000	39.338331	2	1
8	13.505000	27.377784	2	1
9	13.505000	27.377784	2	1
