#Orbital	B	U	N	Q
1	423.435456	601.574361	1	1
2	305.858512	435.382588	1	1
3	32.806591	49.702495	1	1
4	24.296258	39.908981	1	1
5	17.822000	32.667569	1	1
6	15.765000	39.422795	1	1
7	14.000000	31.484962	1	1
8	12.351000	37.663851	1	1
9	6.963000	39.999187	1	1
1	423.275807	601.879455	1	1
2	305.266855	436.441682	1	1
3	32.171532	49.554465	1	1
4	22.589995	37.887746	1	1
5	17.694000	32.588900	1	1
6	15.410000	38.246501	1	1
7	13.708000	30.441378	1	1
8	11.109000	38.257821	1	1
