#Orbital	B	U	N	Q
1	559.432196	794.331494	2	1
2	308.454533	436.040042	2	1
3	306.704568	435.863958	2	1
4	306.288506	435.839358	2	1
5	37.844154	72.317443	2	1
6	29.769991	42.138029	2	1
7	24.230923	44.202448	2	1
8	21.530438	34.432227	2	1
9	16.378000	47.833835	2	1
10	16.368000	36.296044	2	1
11	14.926000	48.223121	2	1
12	14.081000	33.939837	2	1
13	14.060000	42.474443	2	1
14	10.119000	56.820667	2	1
15	11.112000	32.049598	2	1
