#Orbital	B	U	N	Q
1	2500.955652	3297.419267	2	1
2	425.016846	601.660240	2	1
3	308.869370	436.099907	2	1
4	242.513017	509.020518	2	1
5	179.420534	478.007102	2	1
6	179.379064	478.594786	2	1
7	179.351390	479.108048	2	1
8	34.662354	51.160862	2	1
9	27.538358	52.911860	2	1
10	22.665615	45.418144	2	1
11	20.579000	39.562662	2	1
12	16.308000	40.404636	2	1
13	13.397000	36.993798	2	1
14	13.144000	51.382199	2	1
15	9.268000	43.547443	2	1
16	8.501000	45.998182	2	1
