#Orbital	B	U	N	Q
1	2508.659767	3297.556902	2	1
2	561.412368	794.522301	2	1
3	561.411606	794.521212	2	1
4	249.509527	509.595222	2	1
5	186.418241	478.623195	2	1
6	186.388009	478.679414	2	1
7	186.348417	479.393196	2	1
8	40.565891	74.742195	2	1
9	37.855936	80.183520	2	1
10	23.886481	81.013140	2	1
11	16.974000	72.324599	2	1
12	16.849000	57.272648	2	1
13	16.742000	52.046974	2	1
14	13.191000	64.392399	2	1
15	13.544000	57.651676	2	1
16	12.623000	65.125854	2	1
