#Orbital	B	U	N	Q
1	2849.120414	3731.616201	2	1
2	1102.073551	1531.294420	2	1
3	283.772282	592.879697	2	1
4	214.824289	561.698142	2	1
5	214.816071	561.817138	2	1
6	214.816071	561.817138	2	1
7	76.796682	185.957253	2	1
8	42.044258	160.383176	2	1
9	42.044258	160.383176	2	1
10	42.034843	160.200941	2	1
11	25.615384	80.356475	2	1
12	9.415000	56.871090	2	1
13	8.993000	55.190923	2	1
14	8.993000	55.190923	2	1
