#Orbital	B	U	N	Q
1	424.594634	602.136875	2	1
2	307.358621	435.686267	2	1
3	33.549898	60.657609	2	1
4	22.243267	35.304624	2	1
5	14.064000	53.782108	2	1
6	13.922000	36.502741	2	1
7	13.922000	36.502741	2	1
