#Orbital	B	U	N	Q
1	306.094571	435.836202	2	1
2	305.786620	435.723084	2	1
3	305.327645	435.916258	2	1
4	28.828885	42.200234	2	1
5	26.089542	42.713604	2	1
6	17.857000	33.932680	2	1
7	15.631000	37.365451	2	1
8	15.237000	25.957023	2	1
9	15.237000	25.957050	2	1
10	10.592000	29.476108	2	1
11	10.592000	29.476136	2	1
