#Orbital	B	U	N	Q
1	560.805065	794.337318	2	1
2	560.805037	794.359005	2	1
3	309.297106	435.897047	2	1
4	309.279174	436.108125	2	1
5	39.301704	71.397018	2	1
6	38.829505	74.659744	2	1
7	26.507319	50.274097	2	1
8	22.606485	40.344037	2	1
9	17.148000	62.624829	2	1
10	17.252000	46.425700	2	1
11	16.230000	58.168393	2	1
12	15.885000	43.100169	2	1
13	14.246000	51.127991	2	1
14	12.391000	62.715143	2	1
15	10.729000	57.144292	2	1
